source_namespace	source_id	task_id	requirement_id	acceptance_id	check_id	role	disposition
DEC	ADJ-09	TASK-025	R-002	AC-002	CHK-006	primary	One CodeEditor paste operation retains active-find priority and otherwise editing writable document eligibility.
DEC	ADJ-09	TASK-040	R-002	AC-002	CHK-006	primary	Preserve Holla menu pass-through versus true modal isolation in the shell routing contribution; TASK-043 and full Holla closure prove exact original idle/editing recipients and full frames.
DEC	ADJ-09	TASK-043	R-001	AC-001	CHK-004	primary	Eight idle/editing overlay-paste branches preserve exact Args recipients and nonrecipients through the shared TextInput command; no full service snapshot or preview-copy closure is implied.
DEC	ADJ-09	TASK-043	R-001	AC-008	CHK-006	contribution	Source-qualified pre-submit and empty Args contributions preserve raw draft editing and validation semantics; successful raw-kind versus parsed fallback descendants close at TASK-048.
DEC	ADJ-09	TASK-048	R-001	AC-001	CHK-004	primary	Complete source-qualified Args service descendants retain exact raw text raw emitted kind and parsed fallback observations without substituting numeric validation.
DEC	ADJ-09	TASK-060	R-002	AC-002	CHK-006	preservation	Keep bounded F04 non-goal and existing modern safeguards; actual source-qualified user trajectories remain oracle-bound.
DEC	ADJ-09	TASK-063	R-001	AC-001	CHK-004	primary	Switcher and TabList paste reaches the editing Query by explicit shared CodeEditor command; true consuming overlays retain isolation.
DEC	ADJ-10	TASK-018	R-002	AC-002	CHK-006	primary	Typed Navigated versus Chose preserves controlled value and shared cursor ownership; exact geometry and exhaustive consumers remain binding.
DEC	ADJ-10	TASK-019	R-002	AC-002	CHK-006	primary	Default-false radio_navigation_commits uses the private Form bridge with source-qualified ordered repeated-key commit effects.
DEC	ADJ-10	TASK-033	R-001	AC-001	CHK-004	primary	Showcase Forms commits source-qualified radio navigation through the shared typed action or configured Form bridge.
DEC	ADJ-10	TASK-035	R-001	AC-001	CHK-004	primary	Showcase Settings preserves radio navigation value effects and exact geometry through the shared API.
DEC	ADJ-10	TASK-052	R-001	AC-001	CHK-004	primary	Jackin configuration uses the shared source-compatible radio navigation commit policy where applicable.
DEC	ADJ-10	TASK-053	R-001	AC-001	CHK-004	primary	Jackin Accounts retains source-qualified radio value cursor and callbacks without private Form state access.
DEC	ADJ-10	TASK-051	R-001	AC-001	CHK-004	primary	Jackin Prelude ChoiceDialog preserves source-qualified radio navigation commits through shared controls.
DEC	ADJ-10	TASK-056	R-001	AC-001	CHK-004	primary	Jackin dirty-exit ChoiceDialog in capsule request_exit preserves source-qualified navigation commits through shared controls; this is JA-059 full ownership rather than a split control.
DEC	ADJ-10	TASK-058	R-001	AC-001	CHK-004	primary	TablePro connection choices use the source-compatible typed navigation policy and unchanged controlled props in both phases.
DEC	ADJ-11	TASK-020	R-002	AC-002	CHK-006	primary	One borrowed ChipBar owns lead per-item policies keyless actions clipping and focus; exact generic defaults and exhaustive compile adaptations remain supported.
DEC	ADJ-11	TASK-037	R-001	AC-001	CHK-004	primary	Showcase Chips handles LeadRequested and ClearRequested as actual match_all and list changes with the shared clipped strip.
DEC	ADJ-11	TASK-044	R-001	AC-001	CHK-004	primary	Holla Activity configures source chips as nonremovable through borrowed shared component props.
DEC	ADJ-11	TASK-060	R-001	AC-001	CHK-004	primary	TablePro filters use shared lead clear checked removable and error policies with source-clipped hit and focus behavior.
DEC	ADJ-02	TASK-065	R-001	AC-001	CHK-006	primary	Receiver-free configured-props enforcement and independent red/green reachability witnesses
DEC	ADJ-07	TASK-066	R-001	AC-001	CHK-005	primary	Consolidate render targets and exact assertion relocation; Buttons application owner is TASK-033
DEC	ADJ-14	TASK-013	R-002	AC-002	CHK-006	primary	One shared streaming grapheme painter uses private FrameState pending capacity with checked boundaries first-byte provenance and honest allocation domains; direct production witnesses do not await consumers.
DEC	ADJ-14	TASK-015	R-002	AC-002	CHK-006	primary	Migrate actual RowUi CellUi and default Display to shared streaming painter; preserve one original formatter call and exact public cells with cold warm fresh output allocation accounting.
DEC	ADJ-14	TASK-068	R-001	AC-001	CHK-006	primary	Document precise borrowed versus transient formatted allocation guarantees and lifetime high-water retention from actual013015 receipts rather than universal zero-allocation or prototype-only claims.
DEC	ADJ-15	TASK-018	R-002	AC-002	CHK-006	primary	Existing Select value owner implements additive Commit and ConsumeUnhandled policies; generic defaults retained, no new action or Form engine.
DEC	ADJ-15	TASK-019	R-002	AC-002	CHK-006	primary	Configured Select private Form bridge preserves policies and consumes existing Chose exactly once; clamped and same-value operations do not fabricate commit callbacks.
DEC	ADJ-15	TASK-037	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-043	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-052	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-053	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-058	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-060	R-001	AC-001	CHK-004	primary	Source-qualified Select callers use Commit and open ConsumeUnhandled through one shared control with exact changed versus clamped callbacks and source outer dispatch.
DEC	ADJ-15	TASK-068	R-001	AC-001	CHK-006	primary	Document default Select cursor and focus traversal versus explicit shared commit and open consumption policies without rewriting accepted history.
DEC	ADJ-16	TASK-020	R-002	AC-002	CHK-006	primary	One Steps engine adds passive inspectable capabilities and Compact Rail presentation with borrowed metadata append-only variant8 and exact recipe parts override proof.
DEC	ADJ-16	TASK-031	R-002	AC-002	CHK-006	primary	Independent family part and variant census includes Steps ROW_NUMBER and RAIL8, preserving original generic identities and all override observations.
DEC	ADJ-16	TASK-036	R-001	AC-001	CHK-004	primary	Actual source rail uses shared passive Rail presentation and borrowed lifecycle metadata; no app-local rail painter or activation.
DEC	ADJ-16	TASK-054	R-001	AC-001	CHK-004	primary	Actual source rail uses shared passive Rail presentation and borrowed lifecycle metadata; no app-local rail painter or activation.
DEC	ADJ-16	TASK-068	R-001	AC-001	CHK-006	primary	Document additive Steps capability and presentation defaults with exact public variant numbering and borrowed metadata.
DEC	ADJ-17	TASK-009	R-002	AC-002	CHK-006	primary	Add explicit Requested versus existing Detect launch policy through one backend driver; preserve pure authored capability meet and direct actual launch proof.
DEC	ADJ-17	TASK-032	R-001	AC-001	CHK-006	primary	Source CLI default and override select explicit launch policy; initial owned shell contribution observes actual capability with parent full closure retained.
DEC	ADJ-17	TASK-039	R-001	AC-001	CHK-004	primary	Complete source Showcase CLI environment and first-frame color precedence with exact process observations.
DEC	ADJ-17	TASK-040	R-001	AC-001	CHK-006	primary	Source Holla CLI default and override use explicit launch policy with simulation feedback and existing stage ownership.
DEC	ADJ-17	TASK-050	R-001	AC-001	CHK-004	primary	Complete source Holla CLI environment and first-frame color precedence without unavailable constructors.
DEC	ADJ-17	TASK-051	R-001	AC-001	CHK-004	primary	Source Jackin CLI default and override use explicit launch policy; existing library theme helpers retain Detect.
DEC	ADJ-17	TASK-056	R-001	AC-001	CHK-004	primary	Complete source Jackin CLI environment and first-frame color precedence.
DEC	ADJ-17	TASK-057	R-001	AC-001	CHK-004	primary	Source TablePro CLI default and override use explicit launch policy; existing library theme helpers retain Detect.
DEC	ADJ-17	TASK-063	R-001	AC-001	CHK-004	primary	Complete source TablePro CLI environment and first-frame color precedence.
DEC	ADJ-17	TASK-068	R-001	AC-001	CHK-006	primary	Document additive terminal color policy and external facade with generic Detect defaults unchanged.
DEC	ADJ-18	TASK-060	R-002	AC-002	CHK-006	primary	Retain editable Table-path architecture adversaries separately from live Query read-only source composition.
DEC	ADJ-18	TASK-061	R-001	AC-001	CHK-004	primary	Configure source read-only Query rows in live app frames; architecture grid tests do not authorize added Query editing UX.
DEC	ADJ-18	TASK-063	R-001	AC-001	CHK-004	primary	Close route-specific QuickSwitcher compatibility by named oracle replay; contract Ctrl+C expectations are not immutable UX authority.
DEC	ADJ-18	TASK-073	R-002	AC-002	CHK-006	disposition	Apply ADJ-18 separation between architecture adversary tests and source UX authority without discarding ownership proof.
DEC	ADJ-19	TASK-053	R-001	AC-001	CHK-004	primary	Restore config rename-duplicate, scope-move and numeric-isolation quirks through explicit source-qualified pending transitions with before/after witnesses.
DEC	ADJ-20	TASK-055	R-001	AC-001	CHK-004	primary	Enumerate Capsule pane paste, menu paste cap, prefix timeout and Usage local refresh routes separately from mode() reporting.
DEC	ADJ-20	TASK-056	R-001	AC-001	CHK-004	primary	Final Jackin application proof repeats ADJ-20 route enumeration alongside Inspect and Capsule exit branches.
DEC	ADJ-21	TASK-051	R-001	AC-001	CHK-004	primary	Restore shell menu equivalence, workspace target wiring and arbitration consumers without reviving Screen trait ownership.
DEC	ADJ-21	TASK-052	R-001	AC-001	CHK-004	primary	Restore shell and menu routing consumers for Accounts and Usage under event-specific Jackin admission order.
DEC	ADJ-21	TASK-053	R-001	AC-001	CHK-004	primary	Restore editor/settings shell branches including dirty-route menu blocking and form notification asymmetries where source provides them.
DEC	ADJ-21	TASK-054	R-001	AC-001	CHK-004	primary	Restore Cockpit shell routing and launch lifecycle consumers under captured target authority and arbitration timers.
DEC	ADJ-21	TASK-055	R-001	AC-001	CHK-004	primary	Restore Capsule shell consumers alongside ADJ-20 route-specific admission without generic overlay passthrough.
DEC	ADJ-21	TASK-056	R-001	AC-001	CHK-004	primary	Restore Inspect and Capsule exit shell consumers and last-instance arbitration observations with full frames.
