source_namespace	source_id	task_id	requirement_id	acceptance_id	check_id	role	disposition
HIST	A103	TASK-010	R-002	AC-002	CHK-006	primary	Typing and cursor ownership explicit; declared caret offers resolved conditionally Source disposition: accepted_later_amendment. Exact source: docs/refactoring-plan/historical-obligations.tsv:104.
HIST	A104	TASK-009	R-002	AC-002	CHK-006	primary	--color ceiling applied once in runner; TERM=dumb/NO_COLOR/redirected output respected Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:105.
HIST	A105	TASK-014	R-002	AC-002	CHK-006	primary	Hidden scrollbar retains wheel/reveal, full content area, no bar paint/hit and releases drag capture Source disposition: accepted_later_amendment. Exact source: docs/refactoring-plan/historical-obligations.tsv:106.
HIST	A106	TASK-031	R-002	AC-002	CHK-006	primary	Named test identities and every public component conformance registration cannot disappear or pass zero matches Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:107.
HIST	A106	TASK-066	R-003	AC-003	CHK-005	preservation	Named test identities and every public component conformance registration cannot disappear or pass zero matches Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:107.
HIST	A106	TASK-071	R-003	AC-003	CHK-005	preservation	Named test identities and every public component conformance registration cannot disappear or pass zero matches Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:107.
HIST	A107	TASK-031	R-002	AC-002	CHK-006	primary	Conformance semantic states reached through actual props/data/actions; force only runtime states Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:108.
HIST	A107	TASK-073	R-002	AC-002	CHK-006	primary	Conformance semantic states reached through actual props/data/actions; force only runtime states Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:108.
HIST	A108	TASK-065	R-002	AC-002	CHK-006	primary	Architecture checks parse relevant whole source and fail on missing subject or malformed input Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:109.
HIST	A108	TASK-068	R-002	AC-002	CHK-006	primary	Architecture checks parse relevant whole source and fail on missing subject or malformed input Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:109.
HIST	A108	TASK-072	R-002	AC-002	CHK-006	primary	Architecture checks parse relevant whole source and fail on missing subject or malformed input Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:109.
HIST	A109	TASK-068	R-002	AC-002	CHK-006	primary	Doc-check covers required names, signatures and executable examples including migration/alternatives obligations Source disposition: accepted_incomplete. Exact source: docs/refactoring-plan/historical-obligations.tsv:110.
HIST	A109	TASK-072	R-002	AC-002	CHK-006	primary	Doc-check covers required names, signatures and executable examples including migration/alternatives obligations Source disposition: accepted_incomplete. Exact source: docs/refactoring-plan/historical-obligations.tsv:110.
HIST	A11	TASK-010	R-002	AC-002	CHK-006	primary	Disabled hover can be observed but presentation strips hovered/pressed; wheel may remain routable Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:12.
HIST	A110	TASK-032	R-002	AC-002	CHK-006	primary	Every Showcase page owns real update/draw roots; unreachable API name calls do not prove migration Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:111.
HIST	A110	TASK-065	R-002	AC-002	CHK-006	primary	Every Showcase page owns real update/draw roots; unreachable API name calls do not prove migration Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:111.
HIST	A110	TASK-072	R-002	AC-002	CHK-006	primary	Every Showcase page owns real update/draw roots; unreachable API name calls do not prove migration Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:111.
HIST	A111	TASK-069	R-004	AC-004	CHK-001	disposition	Capture matrix covers declared app/size/theme/color cells and fails missing/stale/empty/failed artifacts Source disposition: accepted_expanded_by_goal. Exact source: docs/refactoring-plan/historical-obligations.tsv:112.
HIST	A111	TASK-070	R-001	AC-001	CHK-004	baseline	Capture matrix covers declared app/size/theme/color cells and fails missing/stale/empty/failed artifacts Source disposition: accepted_expanded_by_goal. Exact source: docs/refactoring-plan/historical-obligations.tsv:112.
HIST	A112	TASK-069	R-004	AC-004	CHK-001	disposition	Explicit binary/argv and source/tool/environment/font/size hashes bind captures transactionally Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:113.
HIST	A112	TASK-070	R-001	AC-001	CHK-004	baseline	Explicit binary/argv and source/tool/environment/font/size hashes bind captures transactionally Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:113.
HIST	A113	TASK-008	R-004	AC-004	CHK-001	disposition	Frozen historical evidence never edited/replaced/renamed/deleted to pass a mismatch Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:114.
HIST	A113	TASK-069	R-004	AC-004	CHK-001	disposition	Frozen historical evidence never edited/replaced/renamed/deleted to pass a mismatch Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:114.
HIST	A114	TASK-008	R-004	AC-004	CHK-001	disposition	Exactly 998 absent historical HTML/PNG outputs may be installed only against reviewed immutable manifest Source disposition: accepted_narrow_historical_exception. Exact source: docs/refactoring-plan/historical-obligations.tsv:115.
HIST	A114	TASK-069	R-004	AC-004	CHK-001	disposition	Exactly 998 absent historical HTML/PNG outputs may be installed only against reviewed immutable manifest Source disposition: accepted_narrow_historical_exception. Exact source: docs/refactoring-plan/historical-obligations.tsv:115.
HIST	A115	TASK-008	R-004	AC-004	CHK-001	disposition	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:116.
HIST	A115	TASK-066	R-003	AC-003	CHK-005	preservation	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:116.
HIST	A115	TASK-067	R-002	AC-002	CHK-006	primary	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:116.
HIST	A116	TASK-067	R-002	AC-002	CHK-006	primary	Style resolution frame share Showcase lists <=5%; retain measured actual workload Source disposition: accepted_unfinished. Exact source: docs/refactoring-plan/historical-obligations.tsv:117.
HIST	A117	TASK-067	R-002	AC-002	CHK-006	primary	Warm normal app frame allocation budgets remain: lists<20, grid<100, manager<60, capsule<200, editor<40, form<40 Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:118.
HIST	A118	TASK-060	R-002	AC-002	CHK-006	primary	Grid load 500x12 <8000 allocations; render <100 and bounded hit count Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:119.
HIST	A118	TASK-067	R-002	AC-002	CHK-006	primary	Grid load 500x12 <8000 allocations; render <100 and bounded hit count Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:119.
HIST	A119	TASK-067	R-002	AC-002	CHK-006	primary	Zero-allocation cursor/navigation/wheel/focus/mouse/style paths and no full-document work on warm events Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:120.
HIST	A12	TASK-010	R-002	AC-002	CHK-006	preservation	Retain publication-boundary cancellation and independent timed feedback; do not create duplicate implementation task Source disposition: accepted_implementation_closes_historical_gap. Exact source: docs/refactoring-plan/historical-obligations.tsv:13.
HIST	A120	TASK-013	R-002	AC-002	CHK-006	primary	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:121.
HIST	A120	TASK-067	R-002	AC-002	CHK-006	primary	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:121.
HIST	A121	TASK-010	R-002	AC-002	CHK-006	primary	Amended one-intent single-update workload: empty probes0 and allocations0; exact probes500-probes20=480, not absolute500 or modulo480; normalized strict ratio<=1.25 only, raw ratio reported Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:122.
HIST	A121	TASK-067	R-002	AC-002	CHK-006	primary	Amended one-intent single-update workload: empty probes0 and allocations0; exact probes500-probes20=480, not absolute500 or modulo480; normalized strict ratio<=1.25 only, raw ratio reported Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:122.
HIST	A122	TASK-020	R-002	AC-002	CHK-006	primary	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:123.
HIST	A122	TASK-067	R-002	AC-002	CHK-006	primary	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:123.
HIST	A123	TASK-024	R-002	AC-002	CHK-006	primary	Picker 100k borrowed non-Clone/non-Display render: 19 visible rows/38 calls, zero bytes; strict ratio<=1.5 Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:124.
HIST	A123	TASK-067	R-002	AC-002	CHK-006	primary	Picker 100k borrowed non-Clone/non-Display render: 19 visible rows/38 calls, zero bytes; strict ratio<=1.5 Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:124.
HIST	A124	TASK-021	R-002	AC-002	CHK-006	primary	Viewport warm 100k zero index visits/allocs and bounded bytes; dirty append measured separately Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:125.
HIST	A124	TASK-067	R-002	AC-002	CHK-006	primary	Viewport warm 100k zero index visits/allocs and bounded bytes; dirty append measured separately Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:125.
HIST	A125	TASK-011	R-002	AC-002	CHK-006	primary	Form real Runtime Tick+draw zero allocations/bytes; style downgrade ceiling 1079 allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:126.
HIST	A125	TASK-019	R-002	AC-002	CHK-006	primary	Form real Runtime Tick+draw zero allocations/bytes; style downgrade ceiling 1079 allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:126.
HIST	A125	TASK-067	R-002	AC-002	CHK-006	primary	Form real Runtime Tick+draw zero allocations/bytes; style downgrade ceiling 1079 allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:126.
HIST	A126	TASK-067	R-002	AC-002	CHK-006	primary	Performance one allocator/process, isolated subject binaries, serial release; thresholds never reset to pass Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:127.
HIST	A127	TASK-032	R-001	AC-001	CHK-006	primary	Restore historical composition rather than redesign product during facade migration Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-039	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Restore historical composition rather than redesign product during facade migration. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-040	R-001	AC-001	CHK-006	primary	Restore historical composition rather than redesign product during facade migration Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-050	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Restore historical composition rather than redesign product during facade migration. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-051	R-001	AC-001	CHK-004	primary	Restore historical composition rather than redesign product during facade migration Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-057	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Restore historical composition rather than redesign product during facade migration. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-058	R-001	AC-001	CHK-004	primary	Restore historical composition rather than redesign product during facade migration Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A127	TASK-064	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Restore historical composition rather than redesign product during facade migration. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	A128	TASK-008	R-004	AC-004	CHK-001	disposition	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence Source disposition: accepted_historical_fact. Exact source: docs/refactoring-plan/historical-obligations.tsv:129.
HIST	A128	TASK-066	R-003	AC-003	CHK-005	preservation	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence Source disposition: accepted_historical_fact. Exact source: docs/refactoring-plan/historical-obligations.tsv:129.
HIST	A128	TASK-069	R-004	AC-004	CHK-001	disposition	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence Source disposition: accepted_historical_fact. Exact source: docs/refactoring-plan/historical-obligations.tsv:129.
HIST	A129	TASK-015	R-002	AC-002	CHK-006	primary	Rejected stale item-row, manager, Grid/progress patches do not waive their underlying capabilities Source disposition: accepted_disposition. Exact source: docs/refactoring-plan/historical-obligations.tsv:130.
HIST	A129	TASK-034	R-002	AC-002	CHK-006	primary	Rejected stale item-row, manager, Grid/progress patches do not waive their underlying capabilities Source disposition: accepted_disposition. Exact source: docs/refactoring-plan/historical-obligations.tsv:130.
HIST	A129	TASK-051	R-002	AC-002	CHK-006	primary	Rejected stale item-row, manager, Grid/progress patches do not waive their underlying capabilities Source disposition: accepted_disposition. Exact source: docs/refactoring-plan/historical-obligations.tsv:130.
HIST	A13	TASK-010	R-002	AC-002	CHK-006	primary	Pointer capture preserves actual press anchor and owner; resize/removal/generation mismatch releases capture Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:14.
HIST	A130	TASK-069	R-005	AC-005	CHK-007	primary	Independent API/visual/interaction/perf review and all quality gates on exact integrated commit Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:131.
HIST	A14	TASK-010	R-002	AC-002	CHK-006	primary	Hover and wheel never steal focus; keyboard suppresses hover until pointer movement Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:15.
HIST	A15	TASK-014	R-002	AC-002	CHK-006	primary	Nested scroll owner consumes at boundary without chaining or repaint Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:16.
HIST	A16	TASK-010	R-002	AC-002	CHK-006	primary	Focus settling never duplicates physical input; bounded nonconvergence diagnostic preserves pending notifications Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:17.
HIST	A17	TASK-010	R-002	AC-002	CHK-006	primary	Esc first reaches focused editor, then application bubble/escape policy and layer dismissal Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:18.
HIST	A17	TASK-017	R-002	AC-002	CHK-006	primary	Esc first reaches focused editor, then application bubble/escape policy and layer dismissal Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:18.
HIST	A18	TASK-017	R-002	AC-002	CHK-006	primary	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:19.
HIST	A18	TASK-018	R-002	AC-002	CHK-006	primary	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:19.
HIST	A19	TASK-017	R-002	AC-002	CHK-006	primary	Layer lifecycle controls barriers/z-order independent of paint call order Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:20.
HIST	A20	TASK-012	R-002	AC-002	CHK-006	primary	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:21.
HIST	A20	TASK-017	R-002	AC-002	CHK-006	primary	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:21.
HIST	A21	TASK-017	R-002	AC-002	CHK-006	primary	Open layers allow size/anchor updates only; immutable kind/inert/focus lifetime facts Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:22.
HIST	A22	TASK-011	R-002	AC-002	CHK-006	primary	Measure queries styles without mutation/allocation; shares accumulation path with paint resolution Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:23.
HIST	A22	TASK-012	R-002	AC-002	CHK-006	primary	Measure queries styles without mutation/allocation; shares accumulation path with paint resolution Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:23.
HIST	A23	TASK-012	R-002	AC-002	CHK-006	primary	All paint/clip/hit/focus/scroll/cursor geometry derives from same allocation Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:24.
HIST	A24	TASK-012	R-002	AC-002	CHK-006	primary	Empty leaves paint/register nothing; containers still invoke body exactly once under empty clip Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:25.
HIST	A24	TASK-027	R-002	AC-002	CHK-006	primary	Empty leaves paint/register nothing; containers still invoke body exactly once under empty clip Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:25.
HIST	A25	TASK-023	R-002	AC-002	CHK-006	primary	Panel/Dialog body returns bare R; only Ui::layer returns Option<R> Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:26.
HIST	A25	TASK-027	R-002	AC-002	CHK-006	primary	Panel/Dialog body returns bare R; only Ui::layer returns Option<R> Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:26.
HIST	A26	TASK-012	R-002	AC-002	CHK-006	primary	SplitPane sole two-rect body exception; logical order and seam excluded; no public bypass geometry Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:27.
HIST	A27	TASK-012	R-002	AC-002	CHK-006	primary	Layout Auto/Flex/measure semantics explicit; allocation-free distribution Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:28.
HIST	A28	TASK-015	R-002	AC-002	CHK-006	primary	RowUi column limit is explicit and cannot silently remove required oracle content Source disposition: accepted_with_limit. Exact source: docs/refactoring-plan/historical-obligations.tsv:29.
HIST	A29	TASK-013	R-002	AC-002	CHK-006	primary	One Unicode width/grapheme writer matches terminal cell width and clears wide-cell shadows Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:30.
HIST	A30	TASK-013	R-002	AC-002	CHK-006	primary	Span rendering inherits label base style without intermediate string/vector allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:31.
HIST	A30	TASK-015	R-002	AC-002	CHK-006	primary	Span rendering inherits label base style without intermediate string/vector allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:31.
HIST	A31	TASK-011	R-002	AC-002	CHK-006	primary	Theme state rules stable-merge family and variant by specificity/declaration before override levels Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:32.
HIST	A32	TASK-011	R-002	AC-002	CHK-006	primary	Global family/variant, nested scopes, instance and part overrides retain order and sibling isolation Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:33.
HIST	A33	TASK-011	R-002	AC-002	CHK-006	primary	Patch Clear/Inherit/Set and modifier add/remove semantics are symmetric and deterministic Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:34.
HIST	A34	TASK-011	R-002	AC-002	CHK-006	primary	Junie defaults and distinct Paper theme; complete capability conversion and custom tokens Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:35.
HIST	A35	TASK-011	R-002	AC-002	CHK-006	primary	ANSI16 categorical reference mapping; CIE76 nearest-color replacement rejected Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:36.
HIST	A36	TASK-011	R-002	AC-002	CHK-006	primary	Surface inheritance uses ordered semantic roles rather than generic color-equality reverse lookup Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:37.
HIST	A37	TASK-011	R-002	AC-002	CHK-006	primary	MeterFillRest explicit Color or ReferenceLift; ordered reference color comparison is narrow authored policy Source disposition: accepted_later_amendment. Exact source: docs/refactoring-plan/historical-obligations.tsv:38.
HIST	A37	TASK-029	R-002	AC-002	CHK-006	primary	MeterFillRest explicit Color or ReferenceLift; ordered reference color comparison is narrow authored policy Source disposition: accepted_later_amendment. Exact source: docs/refactoring-plan/historical-obligations.tsv:38.
HIST	A38	TASK-011	R-002	AC-002	CHK-006	primary	Capability projection retains authored palettes and sticky per-slot mutation provenance over all 73 slots. Current source correction: Preserve actual last-projected per-slot values and sticky detached eligibility over all73 semantic slots, including concrete/symbolic Meter transitions and repeated missing-palette chains; aacb7cb3/30924105 are Grid gutter/header amendments, not palette provenance; historical baseline-pin changes grant no oracle blessing authority. Exact full clause/proof: historical-obligations-canonical.tsv A38. Source disposition: accepted_later_amendment. Exact source: docs/refactoring-plan/historical-obligations.tsv:39.
HIST	A39	TASK-011	R-002	AC-002	CHK-006	primary	Style memo two-way set-associative; generation invalidation and no warm allocations Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:40.
HIST	A39	TASK-067	R-002	AC-002	CHK-006	primary	Style memo two-way set-associative; generation invalidation and no warm allocations Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:40.
HIST	A40	TASK-011	R-002	AC-002	CHK-006	primary	Static mono fallback applies once to neutral/custom families after merged state rules before overrides Source disposition: accepted_supersedes_stored_rules. Exact source: docs/refactoring-plan/historical-obligations.tsv:41.
HIST	A40	TASK-031	R-002	AC-002	CHK-006	primary	Static mono fallback applies once to neutral/custom families after merged state rules before overrides Source disposition: accepted_supersedes_stored_rules. Exact source: docs/refactoring-plan/historical-obligations.tsv:41.
HIST	A41	TASK-011	R-002	AC-002	CHK-006	primary	Readiness declares real reachable busy/error affordances; narrowing reason text cannot substitute proof Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:42.
HIST	A41	TASK-031	R-002	AC-002	CHK-006	primary	Readiness declares real reachable busy/error affordances; narrowing reason text cannot substitute proof Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:42.
HIST	A42	TASK-018	R-002	AC-002	CHK-006	primary	Pressed brackets must use reserved geometry without truncating labels; Choice-specific geometry unresolved Source disposition: partly_implemented_unresolved_choice. Exact source: docs/refactoring-plan/historical-obligations.tsv:43.
HIST	A43	TASK-031	R-002	AC-002	CHK-006	primary	PARTS equals actually resolved component-owned parts over meaningful states, not generic override promise Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:44.
HIST	A43	TASK-073	R-002	AC-002	CHK-006	primary	PARTS equals actually resolved component-owned parts over meaningful states, not generic override promise Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:44.
HIST	A44	TASK-015	R-002	AC-002	CHK-006	primary	Row-owned parts separate from component-owned container/label forwarding; explicit row patch wins Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:45.
HIST	A44	TASK-031	R-002	AC-002	CHK-006	primary	Row-owned parts separate from component-owned container/label forwarding; explicit row patch wins Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:45.
HIST	A44	TASK-073	R-002	AC-002	CHK-006	primary	Row-owned parts separate from component-owned container/label forwarding; explicit row patch wins Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:45.
HIST	A45	TASK-010	R-002	AC-002	CHK-006	primary	Ui::reference sole inert exact-target boundary; only focused/focus-visible/hovered/pressed may be forced Source disposition: accepted_supersedes_local_forcing. Exact source: docs/refactoring-plan/historical-obligations.tsv:46.
