source_namespace	source_id	task_id	requirement_id	acceptance_id	check_id	role	disposition
APP	JA-013	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-013	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-030	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-030	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-030	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-030	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-031	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-031	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-031	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-031	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-032	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-032	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-032	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-032	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-033	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-033	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-033	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-033	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-034	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-034	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-034	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-034	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-035	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-035	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-035	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-035	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-036	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-036	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-036	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-036	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-037	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-037	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-037	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-037	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-038	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-038	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-038	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-038	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-039	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-039	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-039	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-039	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-064	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-064	TASK-053	R-001	AC-001	CHK-004	primary	required
APP	JA-064	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-064	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-011	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-011	TASK-054	R-001	AC-001	CHK-004	primary	required
APP	JA-011	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-011	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-011	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-040	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-040	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-040	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-040	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-041	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-041	TASK-054	R-001	AC-001	CHK-004	primary	required
APP	JA-041	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-041	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-042	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-042	TASK-054	R-001	AC-001	CHK-004	primary	required
APP	JA-042	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-042	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-043	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-043	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-043	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-043	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-044	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-044	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-044	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-044	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-045	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-045	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-045	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-045	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-046	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-046	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-046	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-046	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-047	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-047	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-047	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-047	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-048	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-048	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-048	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-048	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-049	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-049	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-049	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-049	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-050	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-050	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-050	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-050	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-051	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-051	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-051	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-051	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-052	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-052	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-052	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-052	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-053	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-053	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-053	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-053	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-054	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-054	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-054	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-054	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-055	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-055	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-055	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-055	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-056	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-056	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-056	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-056	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-057	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-057	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-057	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-057	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-058	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-058	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-058	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-058	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-007	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-007	TASK-055	R-001	AC-001	CHK-004	primary	required
APP	JA-007	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-007	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-007	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-059	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-059	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-059	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-059	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-060	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-060	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-060	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-060	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-061	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-061	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-061	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-061	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-009	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-009	TASK-056	R-001	AC-001	CHK-004	primary	required
APP	JA-009	TASK-057	R-001	AC-001	CHK-004	closure	required
APP	JA-009	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-009	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-001	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-001	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-001	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-065	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-065	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-065	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-065	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-066	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-066	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-066	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-066	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-067	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-067	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-067	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-067	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-068	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-068	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-068	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-068	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	JA-069	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-069	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-069	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-062	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-062	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-062	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-063	TASK-004	R-001	AC-001	CHK-004	baseline	required
APP	JA-063	TASK-057	R-001	AC-001	CHK-004	primary	required
APP	JA-063	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	JA-063	TASK-051	R-003	AC-003	CHK-005	preservation	bounded-contribution; full scenario closes only at primary owner
APP	TP-001	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-001	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-001	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-001	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-002	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-002	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-002	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-002	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-003	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-003	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-003	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-003	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-004	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-004	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-004	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-004	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-005	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-005	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-005	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-005	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-006	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-006	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-006	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-006	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-007	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-007	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-007	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-007	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-008	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-008	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-008	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-008	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-009	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-009	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-009	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-009	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-010	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-010	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-010	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-010	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-011	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-011	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-011	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-011	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-012	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-012	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-012	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-012	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-013	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-013	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-013	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-013	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-014	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-014	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-014	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-014	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-015	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-015	TASK-058	R-001	AC-001	CHK-004	primary	required
APP	TP-015	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-015	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-016	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-016	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-016	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-016	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-017	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-017	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-017	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-017	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-018	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-018	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-018	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-018	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-019	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-019	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-019	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-019	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-021	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-021	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-021	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-021	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-026	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-026	TASK-061	R-001	AC-001	CHK-004	primary	required
APP	TP-026	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-026	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-074	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-074	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-074	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-074	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-027	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-027	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-027	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-027	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-028	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-028	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-028	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-028	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-029	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-029	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-029	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-029	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-030	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-030	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-030	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-030	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-031	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-031	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-031	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-031	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-032	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-032	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-032	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-032	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-033	TASK-005	R-001	AC-001	CHK-004	baseline	required
APP	TP-033	TASK-063	R-001	AC-001	CHK-004	primary	required
APP	TP-033	TASK-064	R-001	AC-001	CHK-004	closure	required
APP	TP-033	TASK-069	R-001	AC-001	CHK-004	integration	required
APP	TP-037	TASK-005	R-001	AC-001	CHK-004	baseline	required
